Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,14,
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,61,
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,169,
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,384,
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,628,
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,35-44,12,
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,45-54,46,
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,55-64,109,
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,65-74,181,
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,75-84,185,
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,85+,142,
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MI,Renal failure,Renal failure,N17-N19,All Ages,681,
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,19,
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,33,
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,55,
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,41,
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,76,
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,234,
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,23,
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,31,
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,181,
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,411,
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,749,
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,792,
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,817,
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,3007,
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,25-34,43,
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,35-44,104,
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,45-54,364,
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,55-64,797,
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,65-74,1601,
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,75-84,1827,
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,85+,2059,
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MI,COVID-19,COVID-19,U071,All Ages,6804,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,28,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,77,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,133,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,180,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,252,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,680,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,20,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,68,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,95,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,120,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,305,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,22,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,54,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,81,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,78,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,68,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,310,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,45-54,29,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,55-64,68,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,65-74,154,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,75-84,186,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,85+,244,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory failure,J96,All Ages,686,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,All Ages,15,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,14,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,17,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,37,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,38,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,119,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,13,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,41,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,96,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,196,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,85+,323,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,670,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,22,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,47,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,105,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,85+,150,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,331,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,65-74,14,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,75-84,14,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,85+,13,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrest,I46,All Ages,58,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,35,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,86,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,155,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,288,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,25-34,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,35-44,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,55-64,12,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,65-74,34,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,75-84,85,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,85+,178,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Heart failure,I50,All Ages,314,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,21,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,41,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,55,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,90,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,213,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,10,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,26,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,42,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,67,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,115,
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
